pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
	0.0	Trabulsiella guamensis ATCC 49490	Trabulsiella guamensis	Trabulsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1005994.0		GCF_000734965.1	2588253800.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Unclassified	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	4929751.0	4807.0	2641843.0	54.0	4740.0	98.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/965/GCF_000734965.1_ASM73496v1	Trabulsiella.json	0.0		0.0	0.0	Trabulsiella	genus
				Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	Human						Literature research	0.0	0.0	Yes	0.0	Host-associated				Gram-		0.0		0.0								Treponema.json				0.0	Treponema	genus
	2.0		Tropheryma whipplei	Tropheryma	Tropherymataceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes		Host-associated				Gram+	Aerobe	0.0	Nonmotile	0.0				46.0				Tropheryma.json	0.0				Tropheryma	genus
	0.0	Trueperella pyogenes MS249	Trueperella pyogenes	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	1448141.0		GCF_000599565.1	2568526326.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2216617.0	2079.0	1326545.0	60.0	2020.0	97.16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/565/GCF_000599565.1_TruePyoMS2391.0	Trueperella.json	0.0	GCF_000196075.1	0.0	0.0	Trueperella	genus
				Turicibacter	Turicibacteraceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria								0.0	0.0							Gram+		0.0		0.0								Turicibacter.json	0.0		0.0	0.0	Turicibacter	genus
	0.0	Turicimonas muris	Turicimonas muris	Turicimonas	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Mouse	1796652.0		GCF_002221595.1	2757320705.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	2886967.0	2634.0	1272915.0	44.0	2536.0	96.28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/595/GCF_002221595.1_ASM222159v1	Turicimonas.json	0.0		0.0	0.0	Turicimonas	genus
Clostridium nexile DSM 1787 (500632.7)				Tyzzerella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		500632.7	GCF_000156035.2	642979369.0			0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0		0.0	3861016.0	4297.0	1547976.0	40.0	4239.0	98.65		Tyzzerella.json					Tyzzerella	genus
				Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	Human							0.0	0.0	Yes		Host-associated		Unclassified		Gram-	Facultative anaerobe	0.0		0.0								Ureaplasma.json					Ureaplasma	genus
Ureibacillus thermosphaericus str. Thermo-BF (1160707.3)	2.0	Ureibacillus thermosphaericus str. Thermo-BF	Ureibacillus thermosphaericus	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1160707.0	1160707.3	GCF_000284835.1	2548876990.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Obligate aerobe	0.0	0	0.0	2846106.0	2809.0	1012645.0	36.0	2769.0	98.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/835/GCF_000284835.1_UreThermo-BF	Ureibacillus.json	0.0	GCF_000169595.1	0.0	0.0	Ureibacillus	genus
	0.0		Vagococcus fluvialis	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0								Vagococcus.json	0.0		0.0	0.0	Vagococcus	genus
	0.0			Vallitalea	Vallitaleaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse					Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0							Gram+	0	0.0	0	0.0								Vallitalea.json	0.0		0.0	0.0	Vallitalea	genus
	0.0		Varibaculum cambriense	Varibaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0	0	0.0				53.0				Varibaculum.json	0.0	GCF_001553285.1	0.0	0.0	Varibaculum	genus
			Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Variovorax.json	0.0		0.0	0.0	Variovorax	genus
				Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-		0.0										Veillonella.json					Veillonella	genus
				Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes						Gram-	Facultative anaerobe	0.0		0.0								Vibrio.json	0.0				Vibrio	genus
	0.0	Victivallis vadensis	Victivallis vadensis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Lentisphaerae	Bacteria	Human	172901.0			2756170241.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	0	0.0	5199916.0	4127.0	3099222.0	60.0	4063.0	98.45		Victivallis.json	0.0		0.0	0.0	Victivallis	genus
	0.0			Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0								Virgibacillus.json	0.0		0.0	0.0	Virgibacillus	genus
	0.0	Vitreoscilla massiliensis CSUR P2036	Vitreoscilla massiliensis	Vitreoscilla	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	Human	1689272.0		GCF_001457815.1		PMID:30745586	Literature research									Gram-	Aerobe										ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/815/GCF_001457815.1_Vitreoscilla_massiliensis	Vitreoscilla.json		GCF_001457815.1			Vitreoscilla	genus
				Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerotolerant	0.0		0.0								Weissella.json	0.0		0.0	0.0	Weissella	genus
	0.0	Xanthomonas massiliensis CSUR P2129	Xanthomonas massiliensis	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1720302.0		GCF_900018785.1		PMID:30745586	Literature research									Gram-	Aerobe										ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/018/785/GCF_900018785.1_Xanthomonas_massiliensis	Xanthomonas.json		GCF_900018785.1			Xanthomonas	genus
				Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes						Gram-	Facultative anaerobe	0.0		0.0								Yersinia.json					Yersinia	genus
Yokenella regensburgei ATCC 43003 (1002368.3)	2.0	Yokenella regensburgei ATCC 43003	Yokenella regensburgei	Yokenella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1002368.0	1002368.3	GCF_000239335.1	2534682241.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	0	0.0	0	0.0	4681132.0	4795.0	2566283.0	55.0	4710.0	98.23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/335/GCF_000239335.1_ASM23933v1	Yokenella.json		GCF_000239335.1		0.0	Yokenella	genus
	0.0	Yoonia vestfoldensis SKA53	Yoonia vestfoldensis	Yoonia	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	314232.0		GCF_002158905.1	638341119.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram-	Aerobe	0.0	Nonmotile	0.0	3063691.0	3117.0	1837039.0	60.0	3068.0	98.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/905/GCF_002158905.1_ASM215890v1	Yoonia.json	0.0				Yoonia	genus
	0.0			unclassified Bacteria	unclassified Bacteria	unclassified Bacteria	unclassified Bacteria	unclassified Bacteria	Bacteria	Human					PMID:25567229	Literature research																					unclassified_Bacteria.json					unclassified_Bacteria	genus
	0.0	Bacteroidales	Bacteroidales nov. ERR2221200	unclassified Bacteroidales	unclassified Bacteroidales	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	171549.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram-	0	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221200/ERR2221200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221200/ERR2221200_2.fastq.gz	unclassified_Bacteroidales.json	0.0		0.0	0.0	unclassified_Bacteroidales	genus
Bacteroidetes oral taxon 274 str. F0058 (575590.3)				unclassified Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes	Bacteroidetes	Bacteria	Human		575590.3				Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Anaerobe	0.0		0.0								unclassified_Bacteroidetes.json		GCF_000382465.1			unclassified_Bacteroidetes	genus
Burkholderiales bacterium 1_1_47 (469610.4)				unclassified Burkholderiales	unclassified Burkholderiales	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human		469610.4					0.0	0.0	Yes	0.0	Host-associated				Gram-		0.0		0.0								unclassified_Burkholderiales.json					unclassified_Burkholderiales	genus
	0.0	Candidatus Melainabacteria bacterium MEL.A1	Candidatus Melainabacterium	unclassified Candidatus Melainabacteria	unclassified Candidatus Melainabacteria	unclassified Candidatus Melainabacteria	unclassified Candidatus Melainabacteria	Candidatus Melainabacteria	Bacteria	Human	1899017.0		GCA_001765415.1		PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0							Gram-	0	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/765/415/GCA_001765415.1_ASM176541v1	unclassified_Candidatus_Melainabacteria.json	0.0	GCA_001765415.1	0.0	0.0	unclassified_Candidatus_Melainabacteria	genus
	0.0	Christensenella	Christensenellaceae nov. ERR1022455	unclassified Christensenellaceae	Christensenellaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	990721.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Obligate anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022455/ERR1022455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022455/ERR1022455_2.fastq.gz	unclassified_Christensenellaceae.json	0.0		0.0	0.0	unclassified_Christensenellaceae	genus
	0.0			unclassified Clostridiaceae	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0							Gram+	0	0.0	0	0.0								unclassified_Clostridiaceae.json	0.0		0.0	0.0	unclassified_Clostridiaceae	genus
	2.0			unclassified Clostridiales	unclassified Clostridiales	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+		0.0		0.0								unclassified_Clostridiales.json					unclassified_Clostridiales	genus
				unclassified Clostridiales Incertae Sedis XIII	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+		0.0	0	0.0								unclassified_Clostridiales_Incertae_Sedis_XIII.json				0.0	unclassified_Clostridiales_Incertae_Sedis_XIII	genus
	0.0	Eubacteriales		unclassified Clostridiales incertae sedis	Clostridiales incertae sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	186802.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	0	0.0	0	0.0								unclassified_Clostridiales_incertae_sedis.json	0.0		0.0	0.0	unclassified_Clostridiales_incertae_sedis	genus
	0.0	Hugonella massiliensis AT8	Hugonella massiliensis	unclassified Eggerthellaceae	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human	1720315.0		GCF_001486445.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/445/GCA_001486445.1_Hugonella_massiliensis	unclassified_Eggerthellaceae.json		GCF_001486445.1			unclassified_Eggerthellaceae	genus
Enterobacteriaceae bacterium 9_2_54FAA (469613.3)	2.0	Enterobacteriaceae bacterium 9_2_54FAA	Enterobacteriaceae bacterium 9_2_54FAA	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	469613.0	469613.3	GCF_000185685.2	2562617162.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	4497073.0	4170.0	2158874.0	48.0	4086.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/685/GCF_000185685.2_Ente_bact_9_2_54FAA_V2	unclassified_Enterobacteriaceae.json				0.0	unclassified_Enterobacteriaceae	genus
				unclassified Erysipelotrichaceae	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	0	0.0		0.0								unclassified_Erysipelotrichaceae.json				0.0	unclassified_Erysipelotrichaceae	genus
	0.0	Mediannikovella massiliensis mt11	Mediannikovella massiliensis	unclassified Eubacteriales	unclassified Eubacteriales	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1686289.0		GCF_001282665.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/665/GCA_001282665.1_Mediannikovella_massiliensis	unclassified_Eubacteriales.json		GCF_001282665.1			unclassified_Eubacteriales	genus
	0.0	Hungateiclostridiaceae bacterium KB18	Hungateiclostridiaceae bacterium KB18	unclassified Hungateiclostridiaceae	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1834198.0		GCF_001688705.2	2721755613.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	0	0.0	0	0.0	3802817.0	3877.0	2077942.0	55.0	3813.0	98.35	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/705/GCF_001688705.2_ASM168870v2	unclassified_Hungateiclostridiaceae.json	0.0	GCF_001688705.2	0.0	0.0	unclassified_Hungateiclostridiaceae	genus
				unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes		Host-associated				Gram+	Anaerobe	0.0		0.0								unclassified_Lachnospiraceae.json					unclassified_Lachnospiraceae	genus
	0.0	Cloning vector yGALset401		unclassified Porphyromonadaceae	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	71551.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram-	0	0.0	0	0.0								unclassified_Porphyromonadaceae.json	0.0		0.0	0.0	unclassified_Porphyromonadaceae	genus
	0.0	Prevotellaceae bacterium Marseille-P2826	Prevotellaceae bacterium Marseille-P2826	unclassified Prevotellaceae	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1852368.0		GCF_900095835.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/835/GCA_900095835.1_PRJEB15302	unclassified_Prevotellaceae.json		GCF_900095835.1			unclassified_Prevotellaceae	genus
	0.0	Rikenellaceae		unclassified Rikenellaceae	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	171550.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram-	Anaerobe	0.0	0	0.0								unclassified_Rikenellaceae.json	0.0		0.0	0.0	unclassified_Rikenellaceae	genus
				unclassified Ruminococcaceae		Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								unclassified_Ruminococcaceae.json					unclassified_Ruminococcaceae	genus
	0.0	Veillonellaceae	Veillonellaceae nov. ERR2221308	unclassified Veillonellaceae	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	31977.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram-	0	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221308/ERR2221308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221308/ERR2221308_2.fastq.gz	unclassified_Veillonellaceae.json	0.0		0.0	0.0	unclassified_Veillonellaceae	genus
Eubacterium infirmum F0142 (883109.3)	1.0	Eubacterium infirmum F0142	[Eubacterium] infirmum	unclassified unclassified Clostridiales Incertae Sedis XIII	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	883109.0	883109.3	GCF_000242675.1	2513237384.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0		1900824.0	1812.0	762295.0	40.0	1765.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/675/GCF_000242675.1_Euba_infi_F0142_V1	unclassified_unclassified_Clostridiales_Incertae_Sedis_XIII.json				0.0	unclassified_unclassified_Clostridiales_Incertae_Sedis_XIII	genus
