pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	refseq id	sample body site	habitat	cell shape	id	summary_rank
		Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0					Gram-	Anaerobe	0.0		0.0								g__Selenomonas_C.json		d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_C	s__Selenomonas_C bovis		0.0	0.0	0.0	g__Selenomonas_C	genus
	0.0	Human	1653434.0		GCF_001280875.1	2648501785.0	PMID:31477907	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	3185562.0	3107.0	1443581.0	45.0	3029.0	97.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/875/GCF_001280875.1_ASM128087v1	g__Sellimonas.json	1653434.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas intestinalis		0.0	0.0	0.0	g__Sellimonas	genus
	0.0	Mouse	1034345.0		GCF_000236865.1	2547132148.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Motile	0.0	2354438.0	2020.0	1461081.0	62.0	1953.0	96.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/865/GCF_000236865.1_ASM23686v1	g__Senegalimassilia.json	1034345.0	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Senegalimassilia	s__Senegalimassilia anaerobia			0.0	0.0	g__Senegalimassilia	genus
	0.0	Human	1776384.0		GCF_900086585.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/585/GCF_900086585.1_PRJEB13931	g__Senimuribacter.json	1776384.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Senimuribacter	s__Senimuribacter timonensis	GCF_900086585.1				g__Senimuribacter	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								g__Serratia.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia			0.0	0.0	0.0	g__Serratia	genus
	0.0	Human						Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Facultative anaerobe	0.0	0	0.0				59.0				g__Serratia_B.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia_B	s__Serratia_B rubidaea		0.0	0.0	0.0	g__Serratia_B	genus
Serratia odorifera DSM 4582 (667129.3)	1.0	Human	667129.0	667129.3	GCF_000163595.1	647000312.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Facultative anaerobe	0.0	Motile		5125678.0	5222.0	2874647.0	56.0	5121.0	98.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/595/GCF_000163595.1_ASM16359v1	g__Serratia_F.json	667129.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia_F	s__Serratia_F odorifera					g__Serratia_F	genus
	1.0	Human					PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0					Gram-	Facultative		Motile	0.0								g__Shewanella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Shewanellaceae	g__Shewanella			0.0			g__Shewanella	genus
Bacillus clausii KSM-K16 (66692.6)	2.0	Human	66692.0	66692.6	GCF_000009825.1	637000019.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Aerobe	0.0	Motile	0.0	4303871.0	4261.0	1926125.0	45.0	4105.0	96.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/825/GCF_000009825.1_ASM982v1	g__Shouchella.json	66692.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_D	g__Shouchella	s__Shouchella rhizosphaerae	GCF_000181595.1	0.0			g__Shouchella	genus
Shuttleworthia satelles DSM 14600 (626523.3)	1.0	Mouse	626523.0	626523.3	GCF_000160115.1	643886070.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		2168977.0	2321.0	1112443.0	51.0	2261.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/115/GCF_000160115.1_ASM16011v1	g__Shuttleworthia.json	626523.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Shuttleworthia	s__Shuttleworthia satelles					g__Shuttleworthia	genus
	0.0	Human	1123253.0		GCF_000429065.1	2524614862.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe	0.0	Motile	0.0	2647044.0	2455.0	1879926.0	71.0	2392.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/065/GCF_000429065.1_ASM42906v1	g__Silanimonas.json	1123253.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Silanimonas	s__Silanimonas lenta		0.0			g__Silanimonas	genus
Bacillus fordii DSM 16014 (1121090.3)	2.0	Human	1121090.0	1121090.3	GCF_000374565.1	2517572148.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Dairy products	Gram+	Obligate aerobe	0.0	Motile	0.0	4511199.0	4460.0	1858706.0	41.0	4358.0	97.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/565/GCF_000374565.1_ASM37456v1	g__Siminovitchia.json	1121090.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_C	g__Siminovitchia	s__Siminovitchia fordii		0.0			g__Siminovitchia	genus
	0.0	Mouse	933926.0		GCF_003752585.1	2788499881.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram-	Aerobe	0.0	0	0.0	4398449.0	3940.0	2198003.0	50.0	3861.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/752/585/GCF_003752585.1_ASM375258v1	g__Sinobacterium.json	933926.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Sinobacteriaceae	g__Sinobacterium	s__Sinobacterium caligoides	GCF_003752585.1	0.0	0.0	0.0	g__Sinobacterium	genus
		Human							0.0	0.0							Gram+	Anaerobe	0.0		0.0								g__Slackia.json		d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia			0.0	0.0	0.0	g__Slackia	genus
	0.0	Human															Gram-												g__Sneathia.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sneathia						g__Sneathia	genus
	0.0	Human	1211843.0		GCF_000820765.1	2639762831.0	PMID:29793532	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	3098593.0	2472.0	1647157.0	53.0	2417.0	97.78	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/765/GCF_000820765.1_Arquibacterium_massiliensis_AP7	g__Soleaferrea.json	1211843.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Soleaferrea	s__Soleaferrea massiliensis		0.0	0.0	0.0	g__Soleaferrea	genus
	0.0	Human	1346330.0		GCF_000416985.1	2579779088.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	5126359.0	4432.0	2094393.0	41.0	4346.0	98.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/985/GCF_000416985.1_23.k55	g__Sphingobacterium.json	1346330.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium paucimobilis		0.0	0.0	0.0	g__Sphingobacterium	genus
	0.0	Human	1223534.0		GCF_001591305.1	2731957645.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lotic	Freshwater	Gram-	0	0.0	0	0.0	4535760.0	4460.0	2936856.0	65.0	4397.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/305/GCF_001591305.1_ASM159130v1	g__Sphingobium.json	1223534.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium amiense	GCF_001591305.1	0.0		0.0	g__Sphingobium	genus
	0.0	Human	335406.0				https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0				64.0				g__Sphingosinicella.json	335406.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingosinicella	s__Sphingosinicella microcystinivorans		0.0	0.0	0.0	g__Sphingosinicella	genus
	0.0	Mouse	1276246.0		GCF_000565175.1	2558860239.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	1175131.0	1103.0	309783.0	26.0	1071.0	97.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/175/GCF_000565175.1_ASM56517v1	g__Spiroplasma_A.json	1276246.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma_A	s__Spiroplasma_A culicicola		0.0		0.0	g__Spiroplasma_A	genus
Spirosoma linguale DSM 74 (504472.7)	2.0	Human	504472.0	504472.7	GCF_000024525.1	646311954.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Drinking water	Freshwater	Gram-	Aerobe	0.0	Nonmotile	0.0	8491258.0	7130.0	4258276.0	50.0	7067.0	99.12	https://www.ncbi.nlm.nih.gov/assembly/GCF_000024525.1/	g__Spirosoma.json	504472.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomataceae	g__Spirosoma	s__Spirosoma linguale		0.0			g__Spirosoma	genus
	0.0	Mouse	1123282.0		GCF_900130065.1	2585428085.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Digestive system	Gram+	Obligate anaerobe	0.0	Nonmotile	0.0	4198214.0	3867.0	2376253.0	57.0	3793.0	98.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/065/GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly	g__Sporobacter.json	1123282.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Sporobacter	s__Sporobacter termitidis					g__Sporobacter	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								g__Staphylococcus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus			0.0	0.0	0.0	g__Staphylococcus	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								g__Stenotrophomonas.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas			0.0	0.0	0.0	g__Stenotrophomonas	genus
	0.0	Human	1211844.0		GCF_000455285.1	2600255145.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	3433040.0	3568.0	1047727.0	31.0	3494.0	97.93	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/285/GCF_000455285.1_Sm_AP9	g__Stoquefichus.json	1211844.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Stoquefichus	s__Stoquefichus massiliensis		0.0	0.0	0.0	g__Stoquefichus	genus
									0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								g__Streptococcus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus			0.0	0.0	0.0	g__Streptococcus	genus
	0.0	Human	1203592.0		GCF_000411495.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/495/GCF_000411495.1_Stre_sp_HPH0547_V1	g__Streptomyces.json	1203592.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces albus	GCF_000411495.1				g__Streptomyces	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Aerobe			0.0								g__Stutzerimonas.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Stutzerimonas			0.0			g__Stutzerimonas	genus
Succinatimonas hippei YIT 12066 (762983.3)	2.0	Human	762983.0	762983.3	GCF_000188195.1	649990019.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile		2305942.0	2223.0	928741.0	40.0	2169.0	97.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/195/GCF_000188195.1_ASM18819v1	g__Succinatimonas.json	762983.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Succinatimonas	s__Succinatimonas hippei					g__Succinatimonas	genus
	0.0	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals			Gram-	Anaerobe	0.0		0.0								g__Succiniclasticum.json		d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum			0.0	0.0	0.0	g__Succiniclasticum	genus
	0.0	Human	1410676.0		GCF_000702045.1	2562617003.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	2675466.0	2430.0	1040764.0	39.0	2350.0	96.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/045/GCF_000702045.1_ASM70204v1	g__Succinivibrio.json	1410676.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Succinivibrio	s__Succinivibrio dextrinosolvens		0.0	0.0	0.0	g__Succinivibrio	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Anaerobe	0.0		0.0								g__Sutterella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_F	g__Sutterella					0.0	g__Sutterella	genus
	0.0	Human	2754.0		GCF_001757465.1	2609460167.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	Obligate anaerobe	0.0	0		2741240.0	2643.0	1543996.0	56.0	2574.0	97.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/757/465/GCF_001757465.1_ASM175746v1	g__Synergistes.json	2754.0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Synergistes	s__Synergistes jonesii	GCF_000712295.1		0.0	0.0	g__Synergistes	genus
Syntrophus aciditrophicus SB (56780.15)		Mouse		56780.15			Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified		Gram-	Anaerobe			0.0								g__Syntrophus.json		d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Syntrophaceae	g__Syntrophus			0.0			g__Syntrophus	genus
Tannerella forsythia ATCC 43037 (203275.8)	2.0	Human	28112.0	203275.8	GCF_001006485.1	2645727977.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Nonmotile		3243107.0	2808.0	1527788.0	47.0	2754.0	98.08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/485/GCF_001006485.1_ASM100648v1	g__Tannerella.json	28112.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Tannerella	s__Tannerella forsythia_A	GCF_000411515.1				g__Tannerella	genus
	0.0	Human	1005995.0		GCF_000735525.1	2671180926.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	0	0.0	0	0.0	3539047.0	3405.0	1826182.0	52.0	3282.0	96.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/525/GCF_000735525.1_GTPT_DRAFTv1	g__Tatumella.json	1005995.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Tatumella	s__Tatumella ptyseos		0.0		0.0	g__Tatumella	genus
Clostridium glycolicum ATCC 14880 (1121315.3)		Human		1121315.3	GCF_000373865.1	2515154199.0			0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+		0.0		0.0	4003496.0	3918.0	1134072.0	28.0	3842.0	98.06		g__Terrisporobacter.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter			0.0			g__Terrisporobacter	genus
	0.0	Human	290335.0			2836819050.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	2732026.0	2737.0	1008594.0	37.0	2589.0	94.59		g__Tetragenococcus.json	290335.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Tetragenococcus	s__Tetragenococcus koreensis		0.0	0.0	0.0	g__Tetragenococcus	genus
Thermoanaerobacter pseudethanolicus ATCC 33223 (340099.6)	1.0	Mouse	340099.0	340099.6	GCF_000019085.1	641522655.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Anaerobe		Motile	0.0	2362816.0	2363.0	815473.0	35.0	2291.0	96.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/085/GCF_000019085.1_ASM1908v1	g__Thermoanaerobacter.json	340099.0	d__Bacteria	p__Bacillota	c__Thermoanaerobacteria	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Thermoanaerobacter	s__Thermoanaerobacter pseudethanolicus		0.0			g__Thermoanaerobacter	genus
		Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								g__Thermoclostridium.json		d__Bacteria	p__Bacillota	c__Clostridia	o__DSM-8532	f__DSM-8532	g__Thermoclostridium	s__Thermoclostridium stercorarium		0.0	0.0	0.0	g__Thermoclostridium	genus
		Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0					Gram-	Facultative	0.0	0	0.0				65.0				g__Thermus.json		d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus scotoductus		0.0		0.0	g__Thermus	genus
									0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram+		0.0		0.0								g__Thomasclavelia.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia		NZ_FOIN01000088	0.0			g__Thomasclavelia	genus
	0.0	Human	1095772.0		GCF_000312125.1	2547132155.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Motile	0.0	2986605.0	2817.0	1834645.0	61.0	2735.0	97.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/125/GCF_000312125.1_ASM31212v1	g__Timonella.json	1095772.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Cellulomonadaceae	g__Timonella	s__Timonella senegalensis	GCF_000312125.1				g__Timonella	genus
	0.0	Human	1005994.0		GCF_000734965.1	2588253800.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Unclassified	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	4929751.0	4807.0	2641843.0	54.0	4740.0	98.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/965/GCF_000734965.1_ASM73496v1	g__Trabulsiella.json	1005994.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Trabulsiella	s__Trabulsiella guamensis		0.0	0.0	0.0	g__Trabulsiella	genus
	0.0	Human	1504822.0		GCF_000752675.2		PMID:25567229	Literature research																				ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/675/GCF_000752675.2_Jeddahella_massiliensis	g__Tractidigestivibacter.json	1504822.0	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Tractidigestivibacter	s__Tractidigestivibacter sp000752675					g__Tractidigestivibacter	genus
	1.0	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated				Gram-		0.0		0.0								g__Treponema.json		d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema		GCF_000413035.1				g__Treponema	genus
		Human						Literature research	0.0	0.0	Yes	0.0	Host-associated				Gram-	Obligate anaerobe	0.0	0	0.0				38.0				g__Treponema_B.json		d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_B	s__Treponema_B denticola				0.0	g__Treponema_B	genus
		Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram-	Anaerobe	0.0		0.0								g__Treponema_D.json		d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D					0.0	g__Treponema_D	genus
	2.0	Human							0.0	0.0	Yes		Host-associated				Gram+	Aerobe	0.0	Nonmotile	0.0				46.0				g__Tropheryma.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Tropheryma	s__Tropheryma whipplei		0.0			g__Tropheryma	genus
	0.0	Human	1448141.0		GCF_000599565.1	2568526326.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2216617.0	2079.0	1326545.0	60.0	2020.0	97.16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/565/GCF_000599565.1_TruePyoMS2391.0	g__Trueperella.json	1448141.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Trueperella	s__Trueperella pyogenes	GCF_000196075.1	0.0	0.0	0.0	g__Trueperella	genus
									0.0	0.0							Gram+		0.0		0.0								g__Turicibacter.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__MOL361	f__Turicibacteraceae	g__Turicibacter			0.0	0.0	0.0	g__Turicibacter	genus
	0.0							Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	0	0.0	0	0.0				44.0				g__Turicimonas.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_F	g__Turicimonas	s__Turicimonas muris	GCF_001688905.2	0.0	0.0	0.0	g__Turicimonas	genus
		Human							0.0	0.0	Yes		Host-associated		Unclassified		Gram-	Facultative anaerobe	0.0		0.0								g__Ureaplasma.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Ureaplasma						g__Ureaplasma	genus
Ureibacillus thermosphaericus str. Thermo-BF (1160707.3)	2.0	Human	1160707.0	1160707.3	GCF_000284835.1	2548876990.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Obligate aerobe	0.0	0	0.0	2846106.0	2809.0	1012645.0	36.0	2769.0	98.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/835/GCF_000284835.1_UreThermo-BF	g__Ureibacillus.json	1160707.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus thermosphaericus	GCF_000169595.1	0.0	0.0	0.0	g__Ureibacillus	genus
	0.0	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0								g__Vagococcus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus			0.0	0.0	0.0	g__Vagococcus	genus
	0.0	Mouse	1185412.0		GCF_003313305.1		Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0							Gram+	0	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/313/305/GCF_003313305.1_ASM331330v1	g__Vallitalea.json	1185412.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae	g__Vallitalea	s__Vallitalea guaymasensis		0.0	0.0	0.0	g__Vallitalea	genus
	0.0	Mouse	2078660.0		GCF_002964605.1	2786546840.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Sediment	Marine	Gram+	0	0.0	0	0.0	5851911.0	5321.0	1981394.0	34.0	5225.0	98.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/964/605/GCF_002964605.1_ASM296460v1	g__Vallitalea_A.json	2078660.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__PQDH01	g__Vallitalea_A	s__Vallitalea_A okinawensis		0.0	0.0	0.0	g__Vallitalea_A	genus
